ID,Maker,Genmodel,Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date,value
34747,Honda,HR-V,34_8,2018,2,Grey,2017.0,SUV,4500,1.6L,Manual,Diesel,17000.0,5.0,5.0,Steering Wheel Shaking,0,12,2018-02-12,1,37.0,1.0,2018-02-12,16.144.121.214.672.900
2723,Ford,Kuga,29_25,2018,8,Grey,2013.0,SUV,62622,2.0L,Manual,Diesel,9995.0,5.0,5.0,Alternator Failing,0,9,2018-08-09,1,239.9,2.0,2018-08-09,9.504.031.710.282.650
37259,Ford,Fiesta,29_13,2018,6,Grey,2014.0,Hatchback,23321,1.25L,Manual,Petrol,6290.0,5.0,3.0,Windscreen Crack,0,3,2018-06-03,1,23.774,1.0,2018-06-03,5.969.885.361.890.130
21991,Ford,Fiesta,29_13,2018,3,Blue,2017.0,Hatchback,12362,1.0L,Manual,Petrol,9989.0,5.0,5.0,Sensor Malfunction,0,5,2018-03-05,1,-559.45,3.0,2018-03-05,9.485.750.389.546.980
2279,Ford,Kuga,29_25,2018,5,White,2013.0,SUV,42000,2.0L,Manual,Diesel,12250.0,5.0,5.0,Electrical Issue,5,28,2018-05-28,1,72.25,3.0,2018-05-28,11.636.182.727.712.400
53591,Ford,Focus,29_14,2018,8,Blue,2002.0,Estate,198000,1.8L,Manual,Petrol,295.0,5.0,5.0,Gear Box Issue,0,14,2018-08-14,1,42.95,2.0,2018-08-14,2.697.372.363.205.900
37531,Fiat,500,28_2,2018,6,Blue,2012.0,Hatchback,41200,1.2L,Manual,Petrol,4750.0,4.0,3.0,Gear Box Issue,0,6,2018-06-06,1,518.424.664.808.724,2.0,2018-06-06,4.520.937.555.426.820
53312,Dacia,Sandero Stepway,22_4,2018,3,Gelb,2016.0,Hatchback,23645,0.9L,Manual,Petrol,8999.0,5.0,5.0,Alternator Failing,0,28,2018-03-28,1,219.98,2.0,2018-03-28,8.540.724.968.792.700
30876,Citroen,C4,18_12,2018,8,Grey,2015.0,Hatchback,40000,1.6L,Manual,Diesel,6495.0,5.0,5.0,Excessive Emissions,0,12,2018-08-12,2,458.455,2.0,2018-08-12,6.157.222.435.910.080
37801,Ford,Ranger,29_30,2018,8,Green,2013.0,Pickup,46000,2.2L,Manual,Diesel,11994.0,4.0,4.0,Warning Light,0,27,2018-08-27,1,299.94,9.0,2018-08-29,11.396.113.295.638.600
37187,Bentley,Continental,10_5,2018,7,Blue,2013.0,Coupe,14162,6.0L,Automatic,Petrol,76695.0,4.0,2.0,Warning Light,0,27,2018-07-27,3,1306.95,27.0,2018-08-02,7.286.714.437.012.400
38601,Dacia,Sandero,22_3,2018,2,Silver,2015.0,Hatchback,35145,1.5L,Manual,still_Diesel_but_you_found_an_easteregg,5500.0,5.0,5.0,Warning Light,0,22,2018-02-22,1,235.0,9.0,2018-02-24,5.225.616.499.456.740
5938,Ford,Mondeo,29_27,2018,7,Blue,2015.0,Hatchback,89000,2.0L,Manual,Diesel,9290.0,5.0,5.0,Radiator Leaking,0,20,2018-07-20,1,-225.8,2.0,2018-07-20,8.826.914.417.967.590
15850,Dacia,Sandero Stepway,22_4,2018,7,Blue,2013.0,Hatchback,40308,1.5L,Manual,Diesel,5700.0,5.0,5.0,Gear Box Issue,0,6,2018-07-06,1,97.0,2.0,2018-07-06,5.415.478.042.356.170
29059,Dacia,Duster,22_1,2018,7,White,2015.0,SUV,13567,1.5L,Manual,Diesel,8595.0,5.0,5.0,Steering Wheel Shaking,0,19,2018-07-19,1,28.595,1.0,2018-07-19,8.159.550.415.693.380
44649,Ford,Focus,29_14,2021,6,Red,2019.0,Hatchback,7229,1.0L,Manual,Petrol,16958.0,5.0,5.0,Starter Motor Issue,0,10,2021-06-10,1,229.58,3.0,2021-06-10,161.073.949.876.097
12859,Ford,S-Max,29_31,2018,7,White,2012.0,MPV,19114,2.0L,Automatic,Diesel,13450.0,7.0,5.0,Tyre Alignment,0,7,2018-07-07,1,11.345,0.5,2018-07-07,12.781.735.338.557.300
10596,Ford,Fiesta,29_13,2018,5,Black,2017.0,Hatchback,10000,1.0L,Manual,Petrol,9500.0,5.0,5.0,Alternator Failing,0,18,2018-05-18,1,230.0,2.0,2018-05-18,9.021.508.581.214.750
20284,Fiat,500,28_2,2018,7,Red,2015.0,Hatchback,15154,1.2L,Manual,Petrol,6850.0,4.0,3.0,Starter Motor Issue,0,27,2018-07-27,1,128.5,3.0,2018-07-27,6.500.156.688.754.530
15722,Citroen,C4 Picasso,18_14,2018,7,Red,2011.0,MPV,89847,2.0L,Automatic,Diesel,5699.0,5.0,5.0,Tyre Alignment,0,24,2018-07-24,2,205.699,1.0,2018-07-24,5.416.687.738.114.830
1624,Ford,Transit Custom,29_38,2018,2,Blue,2015.0,Combi Van,14698,2.2L,Manual,Diesel,17277.0,12.0,5.0,Electrical Issue,2,7,2018-02-07,1,44.554,0.5,2018-02-07,16.416.408.091.536.400
5297,Ford,Fiesta,29_13,2018,6,Yellow,2014.0,Hatchback,24003,1.6L,Automatic,Petrol,7995.0,5.0,5.0,Radiator Leaking,0,27,2018-06-27,1,199.9,2.0,2018-06-27,7.593.212.137.987.080
8272,Ford,C-Max,29_2,2018,4,Brown,2016.0,MPV,15000,1.6L,Manual,Petrol,12995.0,5.0,5.0,Starter Motor Issue,0,22,2018-04-22,1,189.95,3.0,2018-04-22,12.346.774.345.750.400
53008,Bentley,Continental,10_5,2018,4,Black,2014.0,Convertible,23388,6.0L,Automatic,Petrol,95000.0,4.0,2.0,Alternator Failing,0,21,2018-04-21,3,2020.0,6.0,2018-04-22,9.025.599.427.710.930
46391,Fiat,500C,28_3,2018,5,Red,2014.0,Convertible,20016,1.2L,Manual,Petrol,8000.0,4.0,2.0,Radiator Leaking,0,3,2018-05-03,1,6.776.290.565.719.470,2.0,2018-05-03,7.601.875.204.158.140
47881,Citroen,C1,18_6,2018,3,Blue,2007.0,Hatchback,93000,1.0L,Manual,Petrol,2489.0,4.0,5.0,Starter Motor Issue,0,5,2018-03-05,2,-144.89,6.0,2018-03-06,23.646.677.147.133.900
52270,Fiat,500,28_2,2018,8,White,2009.0,Hatchback,65000,1.2L,Manual,Petrol,2850.0,4.0,3.0,Electrical Issue,3,12,2018-08-12,1,34.25,1.0,2018-08-12,27.125.069.315.264.800
14286,Ford,Ranger,29_30,2018,8,Grey,2012.0,Pickup,89627,2.2L,Manual,Diesel,11870.0,5.0,4.0,Tyre Alignment,0,26,2018-08-26,1,11.187,0.5,2018-08-26,11.278.490.073.543.100
44026,Ford,Mondeo,29_27,2018,5,Black,2015.0,Hatchback,62734,2.0L,Automatic,Diesel,12799.0,5.0,5.0,Starter Motor Issue,0,2,2018-05-02,1,187.99,3.0,2018-05-02,121.583.154.991.897
43833,Ford,Mondeo,29_27,2018,4,Black,2015.0,Hatchback,91000,2.0L,Manual,Diesel,8495.0,5.0,5.0,Starter Motor Issue,0,5,2018-04-05,1,-144.95,3.0,2018-04-05,8.076.362.519.523.790
3310,Ford,Ka,29_23,2018,4,Gelb,2006.0,Hatchback,30000,1.3L,Manual,Petrol,1795.0,5.0,3.0,Gear Box Issue,0,24,2018-04-24,1,57.95,2.0,2018-04-24,17.024.730.624.792.400
51320,Dacia,Sandero Stepway,22_4,2018,5,Gelb,2014.0,Hatchback,57417,1.5L,Manual,still_Diesel_but_you_found_an_easteregg,6298.0,5.0,5.0,Sensor Malfunction,0,16,2018-05-16,1,374.9,3.0,2018-05-16,5.984.519.057.936.220
7527,Ford,Ka,29_23,2018,5,Black,2014.0,Hatchback,19196,1.2L,Manual,Petrol,5447.0,4.0,3.0,Sensor Malfunction,0,2,2018-05-02,1,332.35,3.0,2018-05-02,5.172.722.421.820.870
51641,Ford,Kuga,29_25,2018,8,Silver,2008.0,SUV,98000,2.0L,Manual,Diesel,5790.0,5.0,5.0,Sensor Malfunction,0,7,2018-08-07,1,349.5,3.0,2018-08-07,5.495.702.457.444.160
17518,Citroen,C3,18_8,2021,5,Grey,2019.0,Hatchback,21119,1.2L,Manual,Petrol,10520.0,5.0,5.0,Steering Wheel Shaking,0,22,2021-05-22,2,50.52,2.0,2021-05-22,9.992.975.965.160.350
25044,Ford,Fiesta,29_13,2018,3,Black,2016.0,Hatchback,44198,1.25L,Manual,Petrol,7699.0,5.0,5.0,Gear Box Issue,0,11,2018-03-11,1,116.99,2.0,2018-03-11,7.317.755.391.867.520
17398,Citroen,Grand C4 Picasso,18_24,2018,7,Purple,2010.0,MPV,-9967,1.6L,Manual,Diesel,3769.0,7.0,5.0,Gear Box Issue,0,7,2018-07-07,2,117.69,4.0,2018-07-08,35.867.035.242.677.600
41237,Citroen,C5,18_15,2018,6,Silver,2009.0,Saloon,95000,2.0L,Manual,Diesel,2695.0,5.0,4.0,Excessive Emissions,0,25,2018-06-25,2,424.255,2.0,2018-06-25,2.568.350.801.339.250
50165,Ford,Kuga,29_25,2018,5,Black,2009.0,SUV,80000,2.0L,Manual,Diesel,7390.0,5.0,5.0,Sensor Malfunction,0,7,2018-05-07,1,429.5,3.0,2018-05-07,7.021.806.837.128.450
45569,Honda,CR-Z,34_4,2018,4,Blue,2011.0,Coupe,41500,1.5L,Manual,Hybrid  Petrol/Electric,6477.0,5.0,3.0,Steering Wheel Shaking,0,20,2018-04-20,1,26.477,1.0,2018-04-20,6.154.294.465.711.670
13872,Ford,Focus,29_14,2018,5,Gelb,2002.0,Estate,118000,1.6L,Manual,Petrol,300.0,5.0,5.0,Gear Box Issue,0,21,2018-05-21,1,43.0,2.0,2018-05-21,2.848.069.657.501.950
28230,Ford,Mustang,29_28,2018,4,Red,2017.0,Coupe,8473,2.3L,Manual,Petrol,28850.0,4.0,3.0,Starter Motor Issue,0,10,2018-04-10,1,13.831.463.655.410.300,13.090.289.330.575.300,2018-05-07,27.411.402.964.278.200
19954,Ford,Focus,29_14,2018,5,Gelb,2006.0,Hatchback,99066,1.8L,Manual,Petrol,1849.0,5.0,5.0,Steering Wheel Shaking,0,25,2018-05-25,1,21.849,1.0,2018-05-25,17.603.744.622.825.700
4325,Ford,Kuga,29_25,2018,5,Gelb,2016.0,SUV,14647,2.0L,Manual,Diesel,18300.0,5.0,5.0,Sensor Malfunction,0,26,2018-05-26,1,975.0,3.0,2018-05-26,17.380.729.490.159.500
39859,Dacia,Sandero,22_3,2018,5,White,2018.0,Hatchback,3000,1.5L,Manual,Diesel,8989.0,5.0,5.0,Steering Wheel Shaking,0,22,2018-05-22,1,28.989,1.0,2018-05-22,8.540.805.196.354.030
21445,Dodge,Nitro,26_6,2018,4,Red,2007.0,SUV,57000,2.8L,Manual,Diesel,5950.0,5.0,5.0,Engine Issue,4,16,2018-04-16,4,65.593.830.312.000.600,40.0,2018-04-26,5.659.684.254.615.770
48210,Ford,Fiesta,29_13,2018,8,Red,2008.0,Hatchback,73000,1.6L,Automatic,Petrol,2230.0,5.0,5.0,Gear Box Issue,0,8,2018-08-08,1,62.3,2.0,2018-08-08,2.116.120.365.034.910
14772,Ford,Galaxy,29_19,2018,8,Silver,2008.0,MPV,99000,2.2L,Manual,Diesel,5989.0,7.0,5.0,Starter Motor Issue,0,28,2018-08-28,1,-42.143.297.753.927.000,3.0,2018-08-28,5.687.536.065.254.820
6212,Dodge,Caliber,26_2,2018,2,Gelb,2007.0,Hatchback,73584,2.0L,Manual,Diesel,3299.0,5.0,5.0,Sensor Malfunction,0,6,2018-02-06,4,4.049.500.000.000.000,12.0,2018-02-09,3.133.494.116.090.030
5762,Ford,Focus,29_14,2018,8,Red,2018.0,Hatchback,151,1.0L,Manual,Petrol,15741.0,5.0,5.0,Sensor Malfunction,0,13,2018-08-13,1,8.470.500.000.000.000,3.0,2018-08-13,1.494.590.200.399.130
13562,Ford,Kuga,29_25,2018,7,Black,2011.0,SUV,68843,2.0L,Manual,Diesel,8700.0,5.0,5.0,Transmission Issue,1,23,2018-07-23,1,106.1,4.0,2018-07-24,827.390.541.448.548
16404,Dacia,Sandero,22_3,2018,5,Grey,2018.0,Hatchback,25,1.0L,Manual,Petrol,7490.0,5.0,5.0,Tyre Alignment,0,1,2018-05-01,1,10.749,0.5,2018-05-01,7.116.306.300.436.480
14795,Ford,Focus,29_14,2018,8,Black,2006.0,Hatchback,133000,1.8L,Manual,Diesel,1490.0,5.0,5.0,Flat Tyres,0,26,2018-08-26,1,10.621.487.003.294.400,1.0,2018-08-26,14.110.436.713.143.400
31047,Ford,Mondeo,29_27,2018,4,Silver,2016.0,Hatchback,39108,2.0L,Manual,Diesel,13800.0,5.0,5.0,Alternator Failing,0,20,2018-04-20,1,316.0,2.0,2018-04-20,13.111.126.792.248.100
38522,Honda,FR-V,34_7,2018,6,Blue,2006.0,MPV,99000,2.0L,Manual,Petrol,2750.0,6.0,5.0,Warning Light,0,9,2018-06-09,1,1.106.107.596.914.560,8.094.733.760.363.150,2018-07-01,26.095.524.498.932.600
25503,Ford,EcoSport,29_4,2018,8,Grey,2017.0,Hatchback,4266,1.0L,Manual,Petrol,12165.0,5.0,5.0,Alternator Failing,0,3,2018-08-03,1,-283.3,2.0,2018-08-03,11.561.404.234.381.900
51614,Ford,Kuga,29_25,2018,6,Blue,2009.0,SUV,58000,2.0L,Manual,Diesel,8995.0,5.0,5.0,Flat Tyres,0,28,2018-06-28,1,226.985,1.0,2018-06-28,854.490.548.050.714
36808,Ford,Fiesta,29_13,2018,7,Silver,2006.0,Hatchback,48000,1.4L,Manual,Petrol,2395.0,5.0,5.0,Brake Pads Worn,0,10,2018-07-10,1,411.975,2.0,2018-07-10,2.277.085.271.365.600
6955,Citroen,C3,18_8,2018,8,Black,2012.0,Hatchback,23604,1.4L,Manual,Petrol,4695.0,5.0,5.0,Alternator Failing,0,22,2018-08-22,2,173.9,4.0,2018-08-23,4.452.911.190.073.070
39560,Ford,Focus,29_14,2018,8,Blue,2004.0,Hatchback,61000,1.8L,Manual,Diesel,1000.0,5.0,3.0,Flat Tyres,0,5,2018-08-05,1,9.280.103.133.551.140,1.0,2018-08-05,9.535.975.509.535.290
3194,Citroen,DS3 Cabrio,21_1,2018,6,Black,2013.0,Convertible,35084,1.6L,Manual,Petrol,6500.0,5.0,2.0,Gear Box Issue,0,17,2018-06-17,2,145.0,4.0,2018-06-18,6.176.146.262.302.440
38855,Honda,CR-V,34_3,2018,5,Silver,2002.0,SUV,127000,2.0L,Automatic,Petrol,1100.0,5.0,5.0,Brake Pads Worn,0,4,2018-05-04,1,40.55,2.0,2018-05-04,10.481.580.913.747.800
15298,Citroen,C4 Cactus,18_13,2018,2,Purple,2017.0,Hatchback,14000,1.2L,Manual,Petrol,11995.0,5.0,5.0,Brake Pads Worn,0,17,2018-02-17,2,859.975,4.0,2018-02-18,11.396.677.757.181.900
17060,Ford,Ranger,29_30,2017,5,Blue,2018.0,Pickup,10,3.2L,Automatic,still_Diesel_but_you_found_an_easteregg,33000.0,5.0,4.0,Electrical Issue,2,19,2017-05-19,1,76.0,0.5,2017-05-19,3.134.971.271.269.490
35046,Fiat,Punto Evo,28_20,2018,8,Black,2010.0,Hatchback,21000,1.4L,Manual,Petrol,3795.0,4.0,3.0,Electrical Issue,5,7,2018-08-07,1,-63.795,3.0,2018-08-07,3.602.920.087.700.350
4468,Citroen,Berlingo,18_2,2018,4,Silver,2013.0,MPV,20122,1.6L,Automatic,Diesel,8270.0,5.0,5.0,Alternator Failing,0,15,2018-04-15,2,245.4,4.0,2018-04-16,7.854.106.724.687.600
22667,Ford,Kuga,29_25,2018,5,Red,2011.0,SUV,55510,2.0L,Manual,Diesel,7850.0,5.0,5.0,Excessive Emissions,0,25,2018-05-25,1,27.065,1.0,2018-05-25,7.456.525.094.621.370
16653,Citroen,Grand C4 Picasso,18_24,2018,8,Purple,2007.0,MPV,130000,1.8L,Manual,Petrol,999.0,7.0,5.0,Warning Light,0,21,2018-08-21,2,369.99,18.0,2018-08-25,9.604.667.548.273.280
2781,Citroen,DS4,21_3,2018,8,Red,2013.0,Hatchback,26500,2.0L,Manual,Diesel,7490.0,5.0,5.0,Flat Tyres,0,15,2018-08-15,2,42.247,2.0,2018-08-15,7.118.099.505.092.870
46829,Fiat,500,28_2,2017,10,White,2009.0,Hatchback,67000,1.2L,Manual,Petrol,4000.0,4.0,3.0,Brake Pads Worn,0,26,2017-10-26,1,-42.0,2.0,2017-10-26,3.798.216.664.128.190
48449,Ford,Ranger,29_30,2018,4,Silver,2012.0,Pickup,99000,2.2L,Manual,Diesel,10995.0,4.0,2.0,Tyre Alignment,0,26,2018-04-26,1,434.432.558.027.256,4.058.306.710.831.080,2018-05-06,10.440.255.866.450.100
34942,Citroen,Berlingo Multispace,18_3,2018,5,Grey,2018.0,MPV,10,1.2L,Manual,Petrol,16498.0,5.0,5.0,Electrical Issue,2,10,2018-05-10,2,52.996,1.0,2018-05-10,15.665.277.710.444.800
22418,Honda,CR-V,34_3,2018,6,Gold,2016.0,SUV,15430,1.6L,Automatic,Diesel,21850.0,5.0,5.0,Electrical Issue,2,15,2018-06-15,1,53.7,0.5,2018-06-15,2.076.336.962.018.780
52423,Citroen,Dispatch,18_18,2018,4,White,2014.0,MPV,42375,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,10995.0,9.0,5.0,Tyre Alignment,0,27,2018-04-27,2,210.995,1.0,2018-04-27,10.449.328.617.362.200
52265,Citroen,C3,18_8,2021,6,Grey,2019.0,Hatchback,16434,1.2L,Manual,Petrol,9999.0,5.0,5.0,Transmission Issue,3,11,2021-06-11,2,409.991,16.0,2021-06-15,9.493.732.573.985.360
31702,Ford,Focus C-Max,29_15,2018,2,Grey,2004.0,MPV,99000,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,1800.0,5.0,5.0,Warning Light,0,17,2018-02-17,1,198.0,9.0,2018-02-19,17.081.990.848.827.900
35504,Citroen,Xsara Picasso,18_30,2018,5,Silver,2001.0,MPV,114000,2.0L,Manual,Diesel,595.0,5.0,5.0,Starter Motor Issue,0,28,2018-05-28,2,125.95,6.0,2018-05-29,5.607.339.536.793.310
19555,Ford,Edge,29_5,2018,5,Beige,2018.0,SUV,20,2.0L,Manual,Diesel,36995.0,5.0,5.0,Engine Issue,1,13,2018-05-13,1,7559.0,8.0,2018-05-15,3.514.287.274.507.290
47650,Honda,Accord,34_1,2018,4,Silver,2009.0,Saloon,71000,2.2L,Manual,Diesel,5800.0,5.0,4.0,Alternator Failing,0,27,2018-04-27,1,156.0,2.0,2018-04-27,5.511.908.284.376.310
6462,Citroen,Grand C4 Picasso,18_24,2018,8,Red,2010.0,MPV,63498,1.6L,Automatic,Diesel,4995.0,7.0,5.0,Warning Light,0,12,2018-08-12,2,409.95,18.0,2018-08-16,4.746.460.619.978.540
2775,Ford,Fiesta,29_13,2018,8,Blue,2006.0,Hatchback,107343,1.4L,Manual,Petrol,1500.0,5.0,5.0,Alternator Failing,0,21,2018-08-21,1,70.0,2.0,2018-08-21,14.278.939.999.725.200
42340,Ford,EcoSport,29_4,2018,8,Blue,2017.0,Hatchback,15106,1.5L,Automatic,Petrol,11520.0,5.0,5.0,Flat Tyres,0,1,2018-08-01,1,23.456,1.0,2018-08-01,1.094.809.073.133.090
37318,Ford,Focus,29_14,2018,7,Gelb,2014.0,Hatchback,34021,1.0L,Manual,Petrol,7995.0,5.0,5.0,Steering Wheel Shaking,0,15,2018-07-15,1,27.995,1.0,2018-07-15,759.665.190.536.321
23788,Honda,Civic,34_2,2018,3,White,2009.0,Hatchback,95438,2.0L,Manual,Petrol,7790.0,4.0,3.0,Sensor Malfunction,0,28,2018-03-28,1,449.5,3.0,2018-03-28,7.400.825.538.901.950
7253,Ford,B-Max,29_1,2018,2,Gelb,2013.0,MPV,28000,1.6L,Automatic,Petrol,6291.0,5.0,5.0,Radiator Leaking,0,4,2018-02-04,1,165.82,2.0,2018-02-04,5.977.322.273.444.820
43255,Dacia,Sandero Stepway,22_4,2021,5,White,2019.0,Hatchback,8892,0.9L,Manual,Petrol,8999.0,5.0,5.0,Windscreen Crack,0,28,2021-05-28,1,253.994,1.0,2021-05-28,8.546.324.189.831.030
42993,Ford,Fiesta,29_13,2018,7,Magenta,2014.0,Hatchback,30093,1.0L,Automatic,Petrol,10177.0,5.0,5.0,Sensor Malfunction,0,12,2018-07-12,1,568.85,3.0,2018-07-12,9.668.516.992.397.780
34889,Fiat,500,28_2,2018,8,Purple,2012.0,Hatchback,49000,0.9L,Manual,Petrol,4295.0,4.0,3.0,Windscreen Crack,0,21,2018-08-21,1,22.577,1.0,2018-08-21,409.032.396.040.688
7794,Citroen,Berlingo Multispace,18_3,2018,8,White,2018.0,MPV,5000,1.2L,Manual,Petrol,14990.0,5.0,5.0,Sensor Malfunction,0,27,2018-08-27,2,869.5,6.0,2018-08-28,142.300.332.539.274
42518,Honda,Jazz,34_11,2018,8,White,2016.0,Hatchback,14000,1.3L,Manual,Petrol,10900.0,5.0,5.0,Gear Box Issue,0,1,2018-08-01,1,149.0,2.0,2018-08-01,10.354.798.203.526.900
21090,Fiat,500,28_2,2018,7,White,2014.0,Hatchback,29000,1.2L,Manual,Petrol,5000.0,4.0,3.0,Windscreen Crack,0,9,2018-07-09,1,23.0,1.0,2018-07-09,4.747.962.302.941.740
47616,Citroen,C3,18_8,2018,4,Red,2015.0,Hatchback,39379,1.2L,Manual,Petrol,6085.0,5.0,5.0,Alternator Failing,0,12,2018-04-12,2,201.7,4.0,2018-04-13,5.778.586.634.277.380
11529,Ford,Kuga,29_25,2018,3,Black,2015.0,SUV,14056,2.0L,Manual,Diesel,12700.0,5.0,5.0,Excessive Emissions,0,17,2018-03-17,1,18.513.321.490.417.300,12.141.689.012.580.500,2018-04-16,1.206.538.788.646.500
32393,Hyundai,i30,36_10,2018,5,Black,2013.0,Hatchback,68497,1.6L,Manual,Diesel,6499.0,5.0,5.0,Transmission Issue,1,20,2018-05-20,1,99.497,4.0,2018-05-21,6.167.500.410.739.490
7933,Ford,Focus,29_14,2018,3,Gelb,2016.0,Hatchback,42000,1.5L,Manual,Diesel,10000.0,5.0,5.0,Windscreen Crack,0,12,2018-03-12,1,26.0,1.0,2018-03-12,9.499.818.090.538.500
10974,Citroen,C3,18_8,2018,8,Black,2010.0,Hatchback,61000,1.6L,Manual,Diesel,3690.0,5.0,5.0,Sensor Malfunction,0,21,2018-08-21,2,304.5,6.0,2018-08-22,35.105.280.857.428.300
11498,Dacia,Sandero Stepway,22_4,2018,5,Gelb,2017.0,Hatchback,3880,0.9L,Manual,Petrol,8950.0,5.0,5.0,Radiator Leaking,0,2,2018-05-02,1,219.0,2.0,2018-05-02,8.505.799.329.371.340
20391,Ford,Mondeo,29_27,2018,8,Gelb,2011.0,Hatchback,64000,2.0L,Manual,Diesel,5995.0,5.0,5.0,Gear Box Issue,0,21,2018-08-21,1,99.95,2.0,2018-08-21,569.032.890.271.969
50391,Ford,Fiesta,29_13,2018,8,Red,2014.0,Hatchback,25706,1.25L,Manual,Petrol,6299.0,5.0,3.0,Steering Wheel Shaking,0,21,2018-08-21,1,26.299,1.0,2018-08-21,5.980.315.242.058.580
13436,Bentley,Continental,10_5,2018,4,Silver,2005.0,Saloon,44000,6.0L,Automatic,Petrol,25995.0,5.0,4.0,Warning Light,0,12,2018-04-12,3,799.95,27.0,2018-04-18,24.689.846.126.536.000
9685,Fiat,500X,28_5,2018,7,White,2015.0,SUV,43800,1.6L,Manual,Diesel,9299.0,5.0,5.0,Gear Box Issue,0,9,2018-07-09,1,132.99,2.0,2018-07-09,8.841.082.831.680.160
51982,Fiat,500,28_2,2018,7,White,2013.0,Hatchback,28892,1.2L,Manual,Petrol,4999.0,4.0,3.0,Starter Motor Issue,0,13,2018-07-13,1,109.99,3.0,2018-07-13,4.752.143.861.757.200
52038,Ford,Mondeo,29_27,2018,6,Silver,2009.0,Hatchback,60000,2.0L,Automatic,Diesel,5000.0,5.0,5.0,Alternator Failing,0,15,2018-06-15,1,140.0,2.0,2018-06-15,4.757.140.081.652.720
38552,Ford,S-Max,29_31,2018,7,Grey,2011.0,MPV,45430,2.2L,Manual,Diesel,12940.0,7.0,5.0,Gear Box Issue,0,22,2018-07-22,1,698.685.584.370.025,6.238.605.646.562.560,2018-07-27,12.285.088.687.683.300
33845,Dacia,Duster,22_1,2021,4,White,2019.0,SUV,12992,1.3L,Manual,Petrol,11515.0,5.0,5.0,Electrical Issue,2,4,2021-04-04,1,33.03,0.5,2021-04-04,10.943.806.045.430.500
28086,Ford,C-Max,29_2,2018,4,Black,2010.0,MPV,50000,1.6L,Manual,Petrol,5495.0,5.0,5.0,Engine Issue,1,2,2018-04-02,1,1259.0,8.0,2018-04-04,5.220.590.052.003.990
48136,Honda,CR-V,34_3,2018,8,Red,2014.0,SUV,49929,1.6L,Manual,Diesel,11989.0,5.0,5.0,Transmission Issue,2,12,2018-08-12,1,6.040.196.442.210.220,5.703.382.655.307.470,2018-09-03,11.393.268.612.286.900
33374,Ford,Ka,29_23,2018,7,White,2013.0,Hatchback,32815,1.2L,Manual,Petrol,4995.0,4.0,3.0,Engine Issue,4,22,2018-07-22,1,1.555.975.658.997.590,10.0,2018-07-24,474.595.469.998.893
5827,Ford,Fiesta,29_13,2018,8,Black,2007.0,Hatchback,49555,1.25L,Manual,Petrol,2490.0,5.0,5.0,Starter Motor Issue,0,8,2018-08-08,1,84.9,3.0,2018-08-08,2.361.690.786.283.240
28544,Ford,Focus,29_14,2018,3,Gelb,2016.0,Hatchback,26544,1.5L,Manual,Diesel,10770.0,5.0,5.0,Tyre Alignment,0,6,2018-03-06,1,11.077,0.5,2018-03-06,1.022.708.252.893.880
36477,Fiat,500,28_2,2018,7,Red,2013.0,Hatchback,42585,1.2L,Manual,Petrol,5000.0,4.0,3.0,Flat Tyres,0,24,2018-07-24,1,1.206.315.770.216.350,1.0,2018-07-24,4.750.751.917.699.590
29530,Citroen,Grand C4 Picasso,18_24,2018,8,Red,2018.0,Estate,119,1.6L,Automatic,Diesel,19990.0,13.0,5.0,Sensor Malfunction,0,20,2018-08-20,2,1119.5,6.0,2018-08-21,1.899.279.719.683.750
15680,Ford,Kuga,29_25,2018,8,Brown,2013.0,SUV,5041,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,14750.0,5.0,5.0,Excessive Emissions,0,7,2018-08-07,1,-33.275,1.0,2018-08-07,14.011.357.250.446.400
52372,Ford,Focus,29_14,2018,6,Red,2001.0,Hatchback,131000,1.6L,Automatic,Petrol,1500.0,5.0,5.0,Electrical Issue,3,8,2018-06-08,1,27.5,1.0,2018-06-08,14.230.586.128.589.600
40298,Ford,Ranger,29_30,2018,4,White,2013.0,Pickup,39000,2.2L,Manual,Diesel,15950.0,4.0,2.0,Electrical Issue,3,25,2018-04-25,1,338.103.919.425.162,1.0,2018-04-25,15.153.763.544.965.500
51009,Ford,Focus,29_14,2018,8,Black,2006.0,Hatchback,110600,1.8L,Manual,Petrol,1485.0,5.0,5.0,Tyre Alignment,0,18,2018-08-18,1,-101.485,0.5,2018-08-18,1.409.550.922.959.950
4247,Honda,Accord,34_1,2018,5,Black,2005.0,Saloon,211000,2.2L,Manual,Diesel,1500.0,5.0,4.0,Engine Issue,1,19,2018-05-19,1,15.611.042.273.837.000,8.0,2018-05-21,14.235.431.970.793.900
1294,Honda,CR-V,34_3,2018,4,Grey,2018.0,SUV,1157,1.6L,Manual,still_Diesel_but_you_found_an_easteregg,24495.0,5.0,5.0,Excessive Emissions,0,15,2018-04-15,1,420.455,1.0,2018-04-15,23.270.042.937.588.400
